caseID,activity_chain,next_activity,global_timestamps,local_timestamps
175231,"[5, 5, 5]",5,"[0.7076182430477601, 0.754533566328361, 0.7718346043906447]","[0.3915602304032056, 0.25381918357124966, 0.09360130227898823]"
175231,"[5, 5, 5]",end,"[0.8075707953848469, 0.8705604610524124, 1.0]","[0.19333834209867268, 0.3407838717756073, 0.7002880040070123]"
175234,"[3, 3, 3]",3,"[0.0, 0.003821083389525736, 0.0038772757923128793]","[0.0, 0.019509396069430498, 0.00028690288337397793]"
175234,"[3, 3, 3]",3,"[0.0063778377163407505, 0.006434030119127894, 0.14069172847830974]","[0.012767178310142017, 0.00028690288337397793, 0.6854827141012767]"
175234,"[3, 3, 3]",3,"[0.14390874353787367, 0.14663407507305012, 0.14671836367723085]","[0.016425190073160234, 0.013914789843637929, 0.00043035432506096684]"
175234,"[3, 3, 3]",5,"[0.148741290177568, 0.2423859294223421, 0.4276663295122499]","[0.01025677808061971, 0.47819538086357766, 0.9459905322048486]"
175234,"[5, 5, 5]",5,"[0.4277084738143403, 0.5752837716340751, 0.7711423915486626]","[0.00014345144168698896, 0.7534786974609095, 1.0]"
175234,"[5, 5, 5]",5,"[0.8378006293549112, 0.914938750280962, 0.9366009215554058]","[0.3403385454023813, 0.3938459331516282, 0.11060106154066848]"
175234,"[5, 5, 5]",5,"[0.9382024050348393, 0.9382305012362329, 0.9805995729377388]","[0.00817673217615837, 0.00014345144168698896, 0.21639649978482284]"
175234,[5],end,[1.0],[0.09905322048486587]
175239,"[3, 5, 5]",5,"[0.0, 0.0014231634076224632, 0.28986992286454333]","[0.0, 0.0032718230598089257, 0.6631985342232692]"
175239,"[5, 5, 5]",5,"[0.4247288873708479, 0.46790766515811344, 0.9028833290638432]","[0.31003795314749377, 0.09933254809579897, 1.0]"
175239,"[5, 5, 5]",end,"[0.9090313949847721, 0.912446987163066, 1.0]","[0.014134275618374558, 0.007852375343541421, 0.2012825546394451]"
175245,[1],end,[0],[0]
175248,"[1, 3, 5]",6,"[0.0, 0.002386117136659436, 0.0028199566160520607]","[0.0, 0.002897787144362487, 0.0005268703898840885]"
175248,"[6, 4, 4]",4,"[0.005422993492407809, 0.06594360086767896, 0.07331887201735358]","[0.002897787144362487, 0.07349841938883035, 0.008956796628029505]"
175248,"[4, 4, 4]",6,"[0.08221258134490239, 0.106941431670282, 0.9303687635574838]","[0.010800842992623814, 0.030031612223393046, 1.0]"
175248,[6],end,[1.0],[0.0845626975763962]
175251,"[3, 3, 5]",5,"[0.0, 0.0006730607437321219, 0.8611812216052499]","[0.0, 0.0007822430820377432, 1.0]"
175251,[5],end,[1.0],[0.16143541605553927]
175254,"[3, 3, 5]",5,"[0.0, 6.282722513089006e-05, 0.00012565445026178012]","[0.0, 0.0002952755905511811, 0.0001968503937007874]"
175254,"[5, 5, 5]",5,"[0.21290052356020941, 0.24665968586387435, 0.2468062827225131]","[1.0, 0.15875984251968503, 0.0006889763779527559]"
175254,"[5, 5, 5]",5,"[0.304565445026178, 0.4252356020942408, 0.5190157068062827]","[0.2714566929133858, 0.5671259842519685, 0.440748031496063]"
175254,"[5, 6, 4]",4,"[0.7240837696335078, 0.8159581151832461, 0.8185549738219895]","[0.9637795275590552, 0.43179133858267715, 0.012204724409448819]"
175254,"[4, 4, 4]",4,"[0.8210680628272251, 0.8223874345549739, 0.8233089005235602]","[0.011811023622047244, 0.006200787401574803, 0.004330708661417323]"
175254,"[4, 4]",end,"[0.9345549738219895, 1.0]","[0.5228346456692914, 0.3075787401574803]"
175257,[1],end,[0],[0]
175260,"[1, 3, 3]",3,"[0.0, 0.006831767719897523, 0.009607173356105893]","[0.0, 0.007708985786557456, 0.0031317754757889667]"
175260,"[3, 3, 3]",3,"[0.013236549957301452, 0.015371477369769428, 0.019854824935952177]","[0.004095398699108649, 0.002409058058299205, 0.00481811611659841]"
175260,"[3, 3]",end,"[0.9060631938514091, 1.0]","[1.0, 0.10599855456516502]"
175263,"[1, 1, 1]",3,"[0.0, 4.852484472049689e-05, 0.00019409937888198756]","[0.0, 9.634839579920994e-05, 0.00028904518739762984]"
175263,"[3, 3, 3]",5,"[0.004415760869565217, 0.004852484472049689, 0.005240683229813665]","[0.008382310434531266, 0.0009634839579920994, 0.0007707871663936795]"
175263,"[5, 5, 5]",end,"[0.5089285714285714, 0.7216129658385093, 1.0]","[1.0, 0.4223913671837364, 0.5526543983042682]"
175266,"[1, 3, 5]",5,"[0.0, 0.0018228916818574306, 0.0023026000191883333]","[0.0, 0.003307223672758921, 0.0006962576153176675]"
175266,"[5, 6]",end,"[0.5533915379449295, 1.0]","[1.0, 0.8100957354221062]"
175275,"[1, 3, 5]",5,"[0.0, 0.00017325350838354476, 0.00028875584730590797]","[0.0, 0.00087890625, 0.0005859375]"
175275,"[5, 5, 5]",5,"[0.19627697460873583, 0.2274241053381331, 0.22925289237107052]","[0.99423828125, 0.1580078125, 0.00927734375]"
175275,"[5, 5, 5]",5,"[0.22934914432017248, 0.22934914432017248, 0.313049839259245]","[0.000390625, 0.0, 0.424609375]"
175275,"[5, 5, 5]",5,"[0.3697037365006641, 0.39975359501029895, 0.4787186940535546]","[0.28740234375, 0.15234375, 0.40068359375]"
175275,"[5, 5, 5]",5,"[0.5077867826823493, 0.5942787841453789, 0.6128939111016998]","[0.1474609375, 0.43876953125, 0.09443359375]"
175275,"[5, 5, 5]",5,"[0.7029087339018615, 0.7029472346815023, 0.9000712264423355]","[0.456640625, 0.0001953125, 1.0]"
175275,"[5, 5, 5]",end,"[0.9004562342387433, 0.9812693707047567, 1.0]","[0.00185546875, 0.4099609375, 0.09501953125]"
175278,"[3, 5, 5]",5,"[0.0, 0.00246997700366238, 0.8672174431479431]","[0.0, 0.0028562986309465183, 1.0]"
175278,[5],end,[1.0],[0.1534521816211957]
175281,"[1, 3, 3]",5,"[0.0, 0.001990170992242395, 0.006457901791153893]","[0.0, 0.007373965387509405, 0.01655379984951091]"
175281,"[5, 5, 5]",5,"[0.006498517525689452, 0.012225336095203283, 0.1813086389667357]","[0.00030097817908201655, 0.021218961625282168, 0.6264860797592174]"
175281,"[5, 5, 5]",5,"[0.18143048617034238, 0.24576580967466796, 0.36598838389992283]","[0.0004514672686230248, 0.2383747178329571, 0.4454477050413845]"
175281,"[5, 5, 5]",5,"[0.3696844157426587, 0.36972503147719427, 0.37053734616790546]","[0.013694507148231753, 0.00015048908954100828, 0.003160270880361174]"
175281,"[5, 5, 5]",6,"[0.3722432070183989, 0.642134763007189, 0.6958693797977337]","[0.006320541760722348, 1.0, 0.19909706546275396]"
175281,"[6, 4, 4]",4,"[0.7021648186507453, 0.702652207465172, 0.703667600828561]","[0.023175319789315276, 0.0019563581640331075, 0.003762227238525207]"
175281,"[4, 4, 6]",4,"[0.7543154217944031, 0.9949636489175907, 0.9977255188660087]","[0.18765989465763733, 0.891647855530474, 0.010233258088788564]"
175281,"[4, 4, 6]",end,"[0.9993501482474311, 0.9994719954510377, 1.0]","[0.006019563581640331, 0.00030097817908201655, 0.0019563581640331075]"
175284,[1],end,[0],[0]
175287,"[1, 3, 3]",3,"[0.0, 0.0032554010062148565, 0.008681069349906284]","[0.0, 0.00888689407540395, 0.014721723518850987]"
175287,"[3, 5, 5]",5,"[0.014369800401170628, 0.014501331754957087, 0.29762257078030974]","[0.015529622980251347, 0.0003590664272890485, 0.7728904847396768]"
175287,"[5, 5, 5]",5,"[0.6639702739140443, 0.675084673309, 0.6751175561474466]","[1.0, 0.030341113105924595, 8.976660682226212e-05]"
175287,"[5, 5, 6]",6,"[0.6753148531781263, 0.8486074117917859, 0.9998684686462136]","[0.0005385996409335727, 0.4730700179533214, 0.4129263913824057]"
175287,[6],end,[1.0],[0.0003590664272890485]
175293,"[3, 5, 5]",5,"[0.0, 3.6349096724946385e-05, 0.370833484787903]","[0.0, 9.802960494069208e-05, 1.0]"
175293,"[5, 5, 5]",5,"[0.4273199810984697, 0.4279015666460688, 0.42862854858056776]","[0.1523380060778355, 0.0015684736790510733, 0.001960592098813842]"
175293,"[5, 5, 6]",4,"[0.4289556904510923, 0.5222638217440296, 0.6309112718548944]","[0.0008822664444662288, 0.2516419958827566, 0.29301048916772865]"
175293,"[4, 4, 4]",4,"[0.6314928574024935, 0.6778379557268002, 0.7490094871142452]","[0.0014704440741103812, 0.12498774629938242, 0.1919419664738751]"
175293,"[4, 4, 4]",6,"[0.7856130275162663, 0.8877903384100905, 0.9922939914943114]","[0.09871581217527693, 0.27556121948828544, 0.28173708459954905]"
175293,"[6, 6]",end,"[0.9954927120061067, 1.0]","[0.008626605234780904, 0.012155671012645818]"
175299,"[3, 3, 3]",end,"[0.0, 0.2857142857142857, 1.0]","[0.0, 0.5, 1.0]"
175302,"[3, 5, 5]",5,"[0.0, 0.4704498269896194, 0.541361014994233]","[0.0, 1.0, 0.15073060704128666]"
175302,"[5, 6]",end,"[0.7257670126874279, 1.0]","[0.3919780327547318, 0.5829165440815927]"
175305,"[3, 3, 5]",5,"[0.0, 0.0019394461803684947, 0.5487555220342636]","[0.0, 0.0035467980295566504, 1.0]"
175305,"[5, 5, 5]",5,"[0.6228854649283483, 0.8030923391875875, 0.854110548432281]","[0.13556650246305418, 0.3295566502463054, 0.09339901477832513]"
175305,"[5, 5, 6]",end,"[0.95205258054089, 0.9955823725891606, 1.0]","[0.17911330049261084, 0.07960591133004927, 0.008078817733990148]"
175311,"[3, 5, 6]",6,"[0.0, 0.49617557366395043, 0.7974803779433085]","[0.0, 1.0, 0.6072544080604534]"
175311,"[6, 4, 4]",4,"[0.7980302954556816, 0.8042793580962856, 0.8101784732290156]","[0.0010075566750629723, 0.012594458438287154, 0.011788413098236776]"
175311,"[4, 6, 6]",4,"[0.8514722791581263, 0.8534219867019947, 0.853921911713243]","[0.08332493702770781, 0.003929471032745592, 0.0010075566750629723]"
175311,"[4, 4, 4]",4,"[0.8540718892166175, 0.8572714092886067, 0.8670199470079488]","[0.00030226700251889167, 0.00654911838790932, 0.019546599496221662]"
175311,"[4, 6, 4]",4,"[0.8712693096035594, 0.8742688596710494, 0.8744188371744238]","[0.008564231738035265, 0.006146095717884131, 0.00030226700251889167]"
175311,"[4, 4, 4]",4,"[0.927410888366745, 0.945208218767185, 0.9557566365045244]","[0.10680100755667506, 0.03586901763224181, 0.021259445843828717]"
175311,"[4, 4, 4]",6,"[0.9564065390191471, 0.9570064490326451, 0.960605909113633]","[0.001309823677581864, 0.0011083123425692696, 0.0072544080604534005]"
175311,[6],end,[1.0],[0.07939546599496222]
175314,[1],end,[0],[0]
175323,"[1, 3, 5]",5,"[0.0, 0.003526206122776086, 0.0036330608537693005]","[0.0, 0.012251717096714312, 0.00037126415444588826]"
175323,"[5, 5, 5]",5,"[0.22882940642196933, 0.22909654324945236, 0.46369610514505527]","[0.7824392054947095, 0.0009281603861147206, 0.8151104510859477]"
175323,"[5, 5, 6]",6,"[0.47561040765079876, 0.7634236255810226, 0.9227974568574023]","[0.04139595322071654, 1.0, 0.5537404863560423]"
175323,"[6, 6, 6]",end,"[0.9915050488860394, 0.9956723833947748, 1.0]","[0.23872285130870616, 0.014479302023389642, 0.015036198255058475]"
175329,"[1, 3, 5]",5,"[0.0, 0.0007521969655273635, 0.0007521969655273635]","[0.0, 0.00371713508612874, 0.0]"
175329,"[5, 5, 5]",5,"[0.0007888895004311373, 0.0008072357678830242, 0.1916634560698626]","[0.00018132366273798732, 0.00018132366273798732, 0.943155031731641]"
175329,"[5, 5, 5]",5,"[0.19168180233731447, 0.27073586878749517, 0.47309519878180784]","[9.066183136899366e-05, 0.39066183136899363, 1.0]"
175329,"[5, 5, 6]",4,"[0.6655291980846497, 0.7392445007063313, 0.8472489771955896]","[0.9509519492293744, 0.3642792384406165, 0.5336355394378967]"
175329,"[4, 4, 4]",4,"[0.8478544040215018, 0.8487900636615481, 0.8489001412662593]","[0.0029918404351767904, 0.004623753399818676, 0.0005439709882139619]"
175329,"[4, 4, 4]",6,"[0.8964353202340983, 0.9249087273194269, 0.9987891463481755]","[0.23490480507706255, 0.14079782411604713, 0.36509519492293746]"
175329,"[6, 6, 4]",end,"[0.9993762269066359, 0.9999633074650962, 1.0]","[0.0028105167724388033, 0.002901178603807797, 0.00018132366273798732]"
175332,"[1, 3, 3]",3,"[0.0, 0.0008391608391608392, 0.005162110616656071]","[0.0, 0.0017685835253764938, 0.00911088482769709]"
175332,"[3, 5, 5]",5,"[0.005518118245390973, 0.2666497139224412, 0.2667260012714558]","[0.0007503081622809368, 0.5503510370330672, 0.00016078032048877217]"
175332,"[5, 5, 5]",5,"[0.3751557533375715, 0.409942784488239, 0.8844246662428481]","[0.2285224288547082, 0.07331582614288011, 1.0]"
175332,"[5, 5, 5]",end,"[0.9216528925619835, 0.9217800381436745, 1.0]","[0.07846079639852083, 0.0002679672008146203, 0.1648534219411544]"
175335,"[1, 1, 3]",3,"[0.0, 0.0, 0.00020408996285562676]","[0.0, 0.0, 0.00047901896915117836]"
175335,"[3, 5, 5]",6,"[0.0003673619331401282, 0.42642556839054657, 0.5813298501979672]","[0.0003832151753209427, 1.0, 0.36367120137957465]"
175335,"[6, 4, 4]",4,"[0.757418670149802, 0.7581125760235111, 0.7713376056165557]","[0.4132975665836367, 0.0017244682889442423, 0.030944625407166124]"
175335,"[4, 4, 4]",6,"[0.8038287277031716, 0.9906118617086411, 0.9979591003714438]","[0.07635562368269784, 0.43839816056715847, 0.017244682889442423]"
175335,[6],end,[1.0],[0.004790189691511784]
175338,"[3, 3, 5]",5,"[0.0, 0.0002703189763921427, 0.0003153721391241665]","[0.0, 0.0009303046747809908, 0.0002325761686952477]"
175338,"[5, 5, 5]",5,"[0.23326275004505317, 0.33179401693998917, 0.36261038024869346]","[0.8016900534925188, 0.3390960539576711, 0.10605473292503295]"
175338,"[5, 5, 5]",5,"[0.3628356460623536, 0.5564516129032258, 0.5588169039466571]","[0.0007752538956508257, 0.6662531979223195, 0.00814016590433367]"
175338,"[5, 5, 5]",5,"[0.5594701748062714, 0.8500180212650928, 0.8500856010091908]","[0.0022482362973873945, 1.0, 0.00015505077913016512]"
175338,[5],end,[1.0],[0.5160089929451895]
175341,"[3, 3, 3]",3,"[0.0, 0.032591056617381896, 0.03272628921745402]","[0.0, 0.047918875927889716, 0.00019883351007423118]"
175341,"[3, 3, 3]",end,"[0.09130454381536242, 0.31989271547060943, 1.0]","[0.0860949098621421, 0.3360949098621421, 1.0]"
175344,"[3, 3, 5]",5,"[0.0, 0.00010872874353063976, 0.0011525246814247814]","[0.0, 0.00031727901516593693, 0.0030458785455929945]"
175344,"[5, 5, 5]",5,"[0.22541643108772236, 0.25090244857130434, 0.44193885095463836]","[0.6544196966812615, 0.07430674535186242, 0.5574592296465511]"
175344,"[5, 5, 6]",4,"[0.5315095898751794, 0.8742008437350498, 0.9992171530465794]","[0.26143790849673204, 1.0, 0.3648074116377943]"
175344,"[4, 6]",end,"[0.9994998477797591, 1.0]","[0.0007614696363982486, 0.0014594834697633098]"
175347,"[1, 3, 5]",5,"[0.0, 0.000691085003455425, 0.0010052145504806183]","[0.0, 0.0011157318186428644, 0.0005071508266558474]"
175347,"[5, 6, 6]",end,"[0.6204058553747566, 0.9979267449896337, 1.0]","[1.0, 0.6094938634749975, 0.0033471954559285933]"
175353,"[3, 3, 3]",3,"[0.0, 0.0003262376641383248, 0.000550526058233423]","[0.0, 0.0015698587127158557, 0.0010792778649921506]"
175353,"[3, 3, 5]",5,"[0.0009991028464236195, 0.0014068999265965255, 0.003017698393279504]","[0.0021585557299843012, 0.0018642072213500786, 0.0077511773940345365]"
175353,"[5, 5, 5]",6,"[0.21083109044939238, 0.30011826115325013, 0.3181632819509012]","[1.0, 0.4296507064364207, 0.08683281004709577]"
175353,"[6, 4, 4]",4,"[0.4179512274692113, 0.4179512274692113, 0.4362613163689748]","[0.48018053375196235, 0.0, 0.08801020408163265]"
175353,"[4, 4, 4]",6,"[0.49443356985563985, 0.587431693989071, 0.7033887937362369]","[0.279925431711146, 0.4475078492935636, 0.5579866562009419]"
175353,"[6, 4, 4]",4,"[0.7042247777505913, 0.7080172905961993, 0.7129108555582742]","[0.00402276295133438, 0.018249607535321823, 0.023547880690737835]"
175353,"[4, 4, 4]",4,"[0.7877212299159938, 0.7982423945844548, 0.8220781339205612]","[0.3600863422291994, 0.0505298273155416, 0.11469780219780219]"
175353,"[4, 4, 4]",4,"[0.823118016475002, 0.8273794959628089, 0.8273998858168176]","[0.0050039246467817895, 0.020506279434850862, 0.00019623233908948196]"
175353,"[4, 4, 4]",4,"[0.8485237745697741, 0.853417339531849, 0.9070630454285947]","[0.10164835164835165, 0.023449764521193094, 0.2581436420722135]"
175353,"[4, 4, 4]",4,"[0.970393931979447, 0.97516515781747, 0.9966152842345649]","[0.3048469387755102, 0.02295918367346939, 0.1032182103610675]"
175353,"[4, 6]",end,"[0.9989805072995678, 1.0]","[0.011381475667189953, 0.004905808477237049]"
175359,"[1, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
175365,"[3, 3, 5]",5,"[0.0, 0.0007221846084405326, 0.25603701196118256]","[0.0, 0.0010619586499850662, 0.37543556897753294]"
175365,"[5, 5, 5]",5,"[0.9361092304220267, 0.9361092304220267, 0.9403520649966147]","[1.0, 3.318620781203332e-05, 0.006239007068662264]"
175365,[5],end,[1.0],[0.08771114724720407]
175368,"[1, 1]",end,"[0.0, 1.0]","[0.0, 1.0]"
175371,[3],end,[0],[0]
175374,"[3, 5, 5]",6,"[0.0, 0.41923500836837163, 0.6331795730089399]","[0.0, 1.0, 0.5102239532619279]"
175374,"[6, 6, 6]",4,"[0.8320202473772299, 0.8714536473853941, 0.8718618606359962]","[0.47429406037000976, 0.0940603700097371, 0.0009737098344693282]"
175374,"[4, 4, 6]",4,"[0.8796179123974365, 0.9821202596236274, 0.9842429685267584]","[0.018403115871470303, 0.2444985394352483, 0.005063291139240506]"
175374,"[4, 4, 6]",end,"[0.9872229252561538, 0.9976323631465077, 1.0]","[0.007108081791626095, 0.024829600778967866, 0.005647517039922103]"
175377,"[1, 3, 3]",3,"[0.0, 0.0007486430844095078, 0.003556054650945162]","[0.0, 0.0027060983860056056, 0.01014786894752102]"
175377,"[3, 3, 3]",3,"[0.030132884147482688, 0.12114649340926713, 0.14737573861661452]","[0.09606649270319899, 0.32898424664153864, 0.09481008988112496]"
175377,"[3, 3, 3]",3,"[0.1474292131226438, 0.1474559503756584, 0.1599155102804738]","[0.00019329274185754324, 0.0, 0.04513385522373635]"
175377,"[3, 3, 3]",5,"[0.19954011924814843, 0.23617015587818507, 0.3005267238843881]","[0.14322992171643956, 0.13240552817241713, 0.2326278148255533]"
175377,"[5, 5, 5]",6,"[0.3006336728964466, 0.5772840298387744, 0.645597711291142]","[0.00028993911278631486, 1.0, 0.2469314777230115]"
175377,"[6, 4, 4]",4,"[0.7665837811823213, 0.7746584315927382, 0.8019839041736851]","[0.43722818208176284, 0.029187204020489032, 0.0987725910892046]"
175377,"[4, 4, 4]",4,"[0.8020908531857437, 0.8021710649447876, 0.80235822571589]","[0.0004832318546438581, 0.00028993911278631486, 0.0005798782255726297]"
175377,"[4, 4, 6]",6,"[0.959546536188872, 0.9959626747947916, 0.9990107216384588]","[0.5681840146902484, 0.13163235720498695, 0.011017686285879966]"
175377,[6],end,[1.0],[0.0034792693534357786]
175380,"[3, 3, 3]",3,"[0.0, 0.0023491676266630527, 0.024801788981500306]","[0.0, 0.003144559005835576, 0.030084963565446134]"
175380,"[3, 3, 3]",3,"[0.10164667615368977, 0.12118542612545459, 0.13430914142440875]","[0.10286336286396759, 0.026154264808151664, 0.01753696368639071]"
175380,"[3, 3, 3]",end,"[0.1677396038038445, 0.2529421065708929, 1.0]","[0.04474949354458319, 0.11405073625011339, 1.0]"
175383,"[3, 5, 5]",5,"[0.0, 0.4802481227554685, 0.6510423954106618]","[0.0, 1.0, 0.3555404486743712]"
175383,"[5, 6]",end,"[0.7190895947017396, 1.0]","[0.14169175488006217, 0.5849276488297562]"
175386,"[3, 3, 5]",5,"[0.0, 0.0004969280809541019, 0.08384531984098302]","[0.0, 0.002006749977196023, 0.33658670072060565]"
175386,"[5, 5, 5]",5,"[0.23382724972894833, 0.33011835923382726, 0.5777466570292736]","[0.6056736294809815, 0.3888534160357566, 1.0]"
175386,"[5, 5, 5]",5,"[0.710991145645103, 0.9420175280086737, 0.9444569931333574]","[0.5380826416126973, 0.932956307580042, 0.009851318069871386]"
175386,[5],end,[1.0],[0.22439113381373713]
175389,"[3, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
175392,"[3, 5, 5]",5,"[0.0, 8.050449483429492e-05, 0.15642023346303502]","[0.0, 0.00036201279111861955, 0.7030288403523591]"
175392,"[5, 6, 4]",4,"[0.3787736481953576, 0.5410975446129076, 0.5450959345230109]","[1.0, 0.729817786895137, 0.017979968625558104]"
175392,"[4, 4, 4]",6,"[0.5726016369247283, 0.5744264054743057, 0.6555212666040521]","[0.123687703632195, 0.008205623265355375, 0.36466755158682274]"
175392,"[6, 4, 4]",4,"[0.6566483295317321, 0.6580437407755266, 0.7705353548906481]","[0.005068179075660673, 0.0062748883793894055, 0.5057318691927115]"
175392,"[4, 4, 4]",6,"[0.92539916812022, 0.9258016905943915, 0.999194955051657]","[0.696512610112224, 0.0016893930252202245, 0.3300349945698081]"
175392,[6],end,[1.0],[0.0036201279111861954]
175395,"[1, 1, 3]",5,"[0.0, 0.0, 0.002512320030920862]","[0.0, 0.0, 0.002422245906404418]"
175395,"[5, 5, 5]",end,"[0.002512320030920862, 0.002608947724417818, 1.0]","[9.688983625617673e-05, 9.688983625617673e-05, 1.0]"
175398,[1],end,[0],[0]
175401,"[1, 3, 3]",3,"[0.0, 0.0007452911152265233, 0.0025520574551696103]","[0.0, 0.0008954494885083982, 0.002170786638808238]"
175401,"[3, 3, 3]",3,"[0.024955960070463887, 0.02990198292605809, 0.08889290392519987]","[0.026944889154207254, 0.005942528423737552, 0.07087618375708897]"
175401,"[3, 3, 3]",3,"[0.09880753421563757, 0.10325669632774741, 0.13433307737476852]","[0.011885056847475104, 0.005345562098065287, 0.0373646650204868]"
175401,"[3, 3]",end,"[0.16771308550521705, 1.0]","[0.040078148318997094, 1.0]"
175407,"[3, 5, 5]",5,"[0.0, 8.250484715977063e-05, 0.2924796831813869]","[0.0, 0.00022914757103574703, 0.8120989917506874]"
175407,"[5, 5, 6]",6,"[0.42382739985974177, 0.6367724103791098, 0.9968235633843489]","[0.36480293308890926, 0.5914298808432631, 1.0]"
175407,[6],end,[1.0],[0.00882218148487626]
175410,"[3, 5, 5]",5,"[0.0, 0.003778713248698996, 0.19808412608969472]","[0.0, 0.011495411918927095, 0.5910053443581729]"
175410,"[5, 5, 5]",6,"[0.5267990321190626, 0.5270310583711757, 0.6538831250621499]","[1.0, 0.0007058586266007865, 0.3859029948573157]"
175410,"[6, 4, 4]",6,"[0.9420928767940602, 0.9438827935960754, 0.9982100831979847]","[0.8768780881314914, 0.005344358172834527, 0.1652717555712413]"
175410,[6],end,[1.0],[0.005445195119491782]
175413,"[3, 5]",end,"[0.0, 1.0]","[0.0, 1.0]"
175419,"[3, 3, 3]",5,"[0.0, 0.00022154001962211602, 0.000696268633098079]","[0.0, 0.0005218039508013418, 0.0011181513231457323]"
175419,"[5, 5, 5]",5,"[0.0007595657815615407, 0.323258537202899, 0.5372978447320949]","[0.00014908684308609764, 0.7595974655236676, 0.5041371598956392]"
175419,"[5, 5, 5]",end,"[0.9618634680507643, 0.9977213026553153, 1.0]","[1.0, 0.08445769660827432, 0.005367126351099516]"
175422,[1],end,[0],[0]
175425,"[1, 3, 5]",5,"[0.0, 0.03283221685620813, 0.033143791867892194]","[0.0, 0.08143353941267388, 0.0007727975270479134]"
175425,"[5, 5, 6]",6,"[0.43632185698706966, 0.6468297242561146, 0.9889780339616763]","[1.0, 0.5221213292117465, 0.84862828438949]"
175425,"[6, 4, 4]",6,"[0.9902243340084125, 0.9909253777847017, 0.9987536999532638]","[0.0030911901081916537, 0.0017387944358578052, 0.019416537867078826]"
175425,[6],end,[1.0],[0.0030911901081916537]
175428,"[1, 3, 3]",3,"[0.0, 0.022235915021298257, 0.022262705280360062]","[0.0, 0.07976934166266218, 0.0]"
175428,"[3, 5, 5]",5,"[0.022798510461596165, 0.3015511559996785, 0.36737482251453374]","[0.0020182604517059105, 1.0, 0.23613647284959155]"
175428,"[5, 6, 4]",4,"[0.483912449433386, 0.7186486993329225, 0.7196667291772711]","[0.4180682364247958, 0.8420951465641519, 0.003652090341182124]"
175428,"[4, 4, 4]",4,"[0.7237120582956037, 0.7241674926996544, 0.7623971923808504]","[0.014608361364728496, 0.0016338298894762134, 0.1371456030754445]"
175428,[4],end,[1.0],[0.8524747717443537]
175434,"[1, 3, 3]",5,"[0.0, 0.05895691609977324, 0.062003968253968256]","[0.0, 0.08020823291236864, 0.004145377422153668]"
175434,"[5, 5]",end,"[0.7970521541950113, 1.0]","[1.0, 0.27619782126675024]"
175437,"[1, 3, 5]",5,"[0.0, 0.0003148862473431473, 0.3982917421081634]","[0.0, 0.0007912174859064385, 1.0]"
175437,"[5, 6, 4]",4,"[0.6050539242698575, 0.8452334094308431, 0.9430055892308904]","[0.5195331816833152, 0.603501137375136, 0.24567302937394916]"
175437,"[4, 4, 4]",6,"[0.9461544517043218, 0.9461544517043218, 0.9569393056758246]","[0.007912174859064385, 0.0, 0.02709919889229552]"
175437,"[6, 4, 4]",4,"[0.9586711800362119, 0.9600094465874203, 0.9601668897110919]","[0.004351696172485412, 0.003362674315102364, 0.00029670655721491444]"
175437,"[4, 4, 6]",end,"[0.9633551129654412, 0.9983468472014485, 1.0]","[0.00801107704480269, 0.08802294530709129, 0.0041538918010088025]"
175446,[1],end,[0],[0]
175452,[1],end,[0],[0]
175455,"[1, 3, 5]",5,"[0.0, 0.00023399110833788317, 0.39747289602995084]","[0.0, 0.000588985962501227, 1.0]"
175455,"[5, 5, 5]",6,"[0.3976288901021761, 0.5620856407456517, 0.7067701427345761]","[0.0003926573083341514, 0.41395896731127907, 0.3641896534799254]"
175455,[6],end,[1.0],[0.7380975753411211]
175473,"[1, 3, 3]",end,"[0.0, 0.8393939393939394, 1.0]","[0.0, 1.0, 0.19133574007220217]"
175476,"[3, 3, 3]",3,"[0.0, 0.021040446683916657, 0.3192836715239003]","[0.0, 0.04596162427487729, 0.6514948683623383]"
175476,"[3, 3]",end,"[0.5422397748422534, 1.0]","[0.4869849769448163, 1.0]"
175479,"[3, 3, 3]",end,"[0.0, 0.021177592155438532, 1.0]","[0.0, 0.021635786007467014, 1.0]"
175485,"[3, 3, 5]",5,"[0.0, 0.14870455040278685, 0.14874809492706292]","[0.0, 0.3113887115893134, 9.118263882556761e-05]"
175485,"[5, 6]",end,"[0.6262573481384716, 1.0]","[1.0, 0.7825294064010212]"
175488,"[1, 1, 1]",1,"[0.0, 0.029850746268656716, 0.04477611940298507]","[0.0, 0.05405405405405406, 0.02702702702702703]"
175488,"[1, 3]",end,"[0.44776119402985076, 1.0]","[0.7297297297297297, 1.0]"
175491,"[3, 3, 5]",5,"[0.0, 0.004638862394866904, 0.004725570103182173]","[0.0, 0.012270642201834863, 0.00034403669724770644]"
175491,"[5, 5, 5]",6,"[0.2654122951530391, 0.26549900286135436, 0.6219543917454262]","[0.6895642201834863, 0.00022935779816513763, 0.9428899082568807]"
175491,[6],end,[1.0],[1.0]
175494,"[3, 3, 5]",5,"[0.0, 0.0024369440721335447, 0.0024775598066691037]","[0.0, 0.005789270551910459, 9.648784253184099e-05]"
175494,"[5, 5, 5]",6,"[0.42341903253320334, 0.5251614475447789, 0.6994029487023273]","[1.0, 0.24170204554226168, 0.41393284446159784]"
175494,[6],end,[1.0],[0.7141065225781551]
